Id,SleepDay,TotalMinutesAsleep,TotalTimeInBed,,Month,Day,Year,,,
3977333714,2016/4/30,237,382,,4,30,2016,,,
3977333714,2016/5/1,383,626,,5,1,2016,,,
3977333714,2016/5/2,230,384,,5,2,2016,,,
3977333714,2016/5/3,292,500,,5,3,2016,,,
3977333714,2016/5/4,213,336,,5,4,2016,,,
3977333714,2016/5/5,318,480,,5,5,2016,,,
3977333714,2016/5/6,323,512,,5,6,2016,,,
3977333714,2016/5/7,237,443,,5,7,2016,,,
3977333714,2016/5/8,259,456,,5,8,2016,,,
3977333714,2016/5/10,312,452,,5,10,2016,,,
4020332650,2016/4/12,501,541,,4,12,2016,,,
4020332650,2016/4/16,77,77,,4,16,2016,,,
4020332650,2016/5/3,322,332,,5,3,2016,,,
4020332650,2016/5/4,478,536,,5,4,2016,,,
4020332650,2016/5/5,226,248,,5,5,2016,,,
4020332650,2016/5/6,385,408,,5,6,2016,,,
4020332650,2016/5/8,364,402,,5,8,2016,,,
4020332650,2016/5/10,442,494,,5,10,2016,,,
4319703577,2016/4/14,535,557,,4,14,2016,,,
4319703577,2016/4/15,465,491,,4,15,2016,,,
4319703577,2016/4/16,506,522,,4,16,2016,,,
4319703577,2016/4/18,515,551,,4,18,2016,,,
4319703577,2016/4/19,461,498,,4,19,2016,,,
4319703577,2016/4/20,523,543,,4,20,2016,,,
4319703577,2016/4/21,59,65,,4,21,2016,,,
4319703577,2016/4/22,533,550,,4,22,2016,,,
4319703577,2016/4/23,692,722,,4,23,2016,,,
4319703577,2016/4/24,467,501,,4,24,2016,,,
4319703577,2016/4/25,488,506,,4,25,2016,,,
4319703577,2016/4/26,505,516,,4,26,2016,,,
4319703577,2016/4/27,286,307,,4,27,2016,,,
4319703577,2016/4/28,497,522,,4,28,2016,,,
4319703577,2016/4/29,523,546,,4,29,2016,,,
4319703577,2016/4/30,490,516,,4,30,2016,,,
4319703577,2016/5/1,484,500,,5,1,2016,,,
4319703577,2016/5/2,478,506,,5,2,2016,,,
4319703577,2016/5/3,474,512,,5,3,2016,,,
4319703577,2016/5/6,450,491,,5,6,2016,,,
4319703577,2016/5/7,507,530,,5,7,2016,,,
4319703577,2016/5/8,602,638,,5,8,2016,,,
4319703577,2016/5/9,535,565,,5,9,2016,,,
4319703577,2016/5/10,487,517,,5,10,2016,,,
4319703577,2016/5/11,529,558,,5,11,2016,,,
4319703577,2016/5/12,302,321,,5,12,2016,,,
4388161847,2016/4/15,499,526,,4,15,2016,,,
4388161847,2016/4/16,426,448,,4,16,2016,,,
4388161847,2016/4/17,619,641,,4,17,2016,,,
4388161847,2016/4/18,99,104,,4,18,2016,,,
4388161847,2016/4/19,329,338,,4,19,2016,,,
4388161847,2016/4/20,421,451,,4,20,2016,,,
4388161847,2016/4/21,442,458,,4,21,2016,,,
4388161847,2016/4/22,82,85,,4,22,2016,,,
4388161847,2016/4/23,478,501,,4,23,2016,,,
4388161847,2016/4/24,552,595,,4,24,2016,,,
4388161847,2016/4/26,319,346,,4,26,2016,,,
4388161847,2016/4/27,439,500,,4,27,2016,,,
4388161847,2016/4/28,428,458,,4,28,2016,,,
4388161847,2016/4/30,409,430,,4,30,2016,,,
4388161847,2016/5/1,547,597,,5,1,2016,,,
4388161847,2016/5/2,368,376,,5,2,2016,,,
4388161847,2016/5/4,390,414,,5,4,2016,,,
4388161847,2016/5/5,471,495,,5,5,2016,,,
4388161847,2016/5/7,472,496,,5,7,2016,,,
4388161847,2016/5/8,529,541,,5,8,2016,,,
4388161847,2016/5/9,62,65,,5,9,2016,,,
4388161847,2016/5/10,354,375,,5,10,2016,,,
4388161847,2016/5/11,469,494,,5,11,2016,,,
4445114986,2016/4/12,429,457,,4,12,2016,,,
4445114986,2016/4/13,370,406,,4,13,2016,,,
4445114986,2016/4/14,441,492,,4,14,2016,,,
4445114986,2016/4/15,337,379,,4,15,2016,,,
4445114986,2016/4/16,462,499,,4,16,2016,,,
4445114986,2016/4/17,98,107,,4,17,2016,,,
4445114986,2016/4/19,388,424,,4,19,2016,,,
4445114986,2016/4/20,439,462,,4,20,2016,,,
4445114986,2016/4/21,436,469,,4,21,2016,,,
4445114986,2016/4/22,388,417,,4,22,2016,,,
4445114986,2016/4/25,328,345,,4,25,2016,,,
4445114986,2016/4/26,353,391,,4,26,2016,,,
4445114986,2016/4/27,332,374,,4,27,2016,,,
4445114986,2016/4/28,419,442,,4,28,2016,,,
4445114986,2016/4/29,106,108,,4,29,2016,,,
4445114986,2016/4/30,322,353,,4,30,2016,,,
4445114986,2016/5/1,439,459,,5,1,2016,,,
4445114986,2016/5/2,502,542,,5,2,2016,,,
4445114986,2016/5/3,417,450,,5,3,2016,,,
4445114986,2016/5/4,337,363,,5,4,2016,,,
4445114986,2016/5/5,462,513,,5,5,2016,,,
4445114986,2016/5/6,374,402,,5,6,2016,,,
4445114986,2016/5/7,401,436,,5,7,2016,,,
4445114986,2016/5/8,361,391,,5,8,2016,,,
4445114986,2016/5/9,457,533,,5,9,2016,,,
4445114986,2016/5/10,405,426,,5,10,2016,,,
4445114986,2016/5/11,499,530,,5,11,2016,,,
4445114986,2016/5/12,483,501,,5,12,2016,,,
4558609924,2016/4/21,126,137,,4,21,2016,,,
4558609924,2016/4/26,103,121,,4,26,2016,,,
4558609924,2016/4/29,171,179,,4,29,2016,,,
4558609924,2016/5/1,115,129,,5,1,2016,,,
4558609924,2016/5/8,123,134,,5,8,2016,,,
4702921684,2016/4/12,425,439,,4,12,2016,,,
4702921684,2016/4/13,400,430,,4,13,2016,,,
4702921684,2016/4/14,384,415,,4,14,2016,,,
4702921684,2016/4/15,253,257,,4,15,2016,,,
4702921684,2016/4/16,382,406,,4,16,2016,,,
4702921684,2016/4/17,591,612,,4,17,2016,,,
4702921684,2016/4/18,293,312,,4,18,2016,,,
4702921684,2016/4/19,457,487,,4,19,2016,,,
4702921684,2016/4/20,454,468,,4,20,2016,,,
4702921684,2016/4/21,425,434,,4,21,2016,,,
4702921684,2016/4/23,465,475,,4,23,2016,,,
4702921684,2016/4/24,480,506,,4,24,2016,,,
4702921684,2016/4/25,370,380,,4,25,2016,,,
4702921684,2016/4/26,421,429,,4,26,2016,,,
4702921684,2016/4/27,432,449,,4,27,2016,,,
4702921684,2016/4/28,442,461,,4,28,2016,,,
4702921684,2016/4/29,433,447,,4,29,2016,,,
4702921684,2016/4/30,479,501,,4,30,2016,,,
4702921684,2016/5/3,327,373,,5,3,2016,,,
4702921684,2016/5/4,412,434,,5,4,2016,,,
4702921684,2016/5/5,414,428,,5,5,2016,,,
4702921684,2016/5/6,404,449,,5,6,2016,,,
4702921684,2016/5/7,520,543,,5,7,2016,,,
4702921684,2016/5/9,435,458,,5,9,2016,,,
4702921684,2016/5/10,416,431,,5,10,2016,,,
4702921684,2016/5/11,354,366,,5,11,2016,,,
4702921684,2016/5/12,404,442,,5,12,2016,,,
5553957443,2016/4/12,441,464,,4,12,2016,,,
5553957443,2016/4/13,455,488,,4,13,2016,,,
5553957443,2016/4/14,357,418,,4,14,2016,,,
5553957443,2016/4/15,377,409,,4,15,2016,,,
5553957443,2016/4/16,651,686,,4,16,2016,,,
5553957443,2016/4/17,350,402,,4,17,2016,,,
5553957443,2016/4/18,520,541,,4,18,2016,,,
5553957443,2016/4/19,357,410,,4,19,2016,,,
5553957443,2016/4/20,658,678,,4,20,2016,,,
5553957443,2016/4/21,399,431,,4,21,2016,,,
5553957443,2016/4/22,322,353,,4,22,2016,,,
5553957443,2016/4/23,631,725,,4,23,2016,,,
5553957443,2016/4/24,553,640,,4,24,2016,,,
5553957443,2016/4/25,433,468,,4,25,2016,,,
5553957443,2016/4/26,412,453,,4,26,2016,,,
5553957443,2016/4/27,347,391,,4,27,2016,,,
5553957443,2016/4/28,421,457,,4,28,2016,,,
5553957443,2016/4/29,450,495,,4,29,2016,,,
5553957443,2016/4/30,775,843,,4,30,2016,,,
5553957443,2016/5/1,622,686,,5,1,2016,,,
5553957443,2016/5/2,409,471,,5,2,2016,,,
5553957443,2016/5/3,380,429,,5,3,2016,,,
5553957443,2016/5/4,447,470,,5,4,2016,,,
5553957443,2016/5/5,419,464,,5,5,2016,,,
5553957443,2016/5/6,400,434,,5,6,2016,,,
5553957443,2016/5/7,442,470,,5,7,2016,,,
5553957443,2016/5/8,568,608,,5,8,2016,,,
5553957443,2016/5/9,453,494,,5,9,2016,,,
5553957443,2016/5/10,418,443,,5,10,2016,,,
5553957443,2016/5/11,463,486,,5,11,2016,,,
5553957443,2016/5/12,438,475,,5,12,2016,,,
5577150313,2016/4/12,419,438,,4,12,2016,,,
5577150313,2016/4/13,432,458,,4,13,2016,,,
5577150313,2016/4/14,477,497,,4,14,2016,,,
5577150313,2016/4/15,392,413,,4,15,2016,,,
5577150313,2016/4/16,406,445,,4,16,2016,,,
5577150313,2016/4/17,549,583,,4,17,2016,,,
5577150313,2016/4/18,527,553,,4,18,2016,,,
5577150313,2016/4/19,449,465,,4,19,2016,,,
5577150313,2016/4/20,447,480,,4,20,2016,,,
5577150313,2016/4/21,414,437,,4,21,2016,,,
5577150313,2016/4/22,338,366,,4,22,2016,,,
5577150313,2016/4/23,384,402,,4,23,2016,,,
5577150313,2016/4/24,543,615,,4,24,2016,,,
5577150313,2016/4/25,421,461,,4,25,2016,,,
5577150313,2016/4/26,354,377,,4,26,2016,,,
5577150313,2016/4/27,424,452,,4,27,2016,,,
5577150313,2016/4/28,361,372,,4,28,2016,,,
5577150313,2016/4/29,459,485,,4,29,2016,,,
5577150313,2016/4/30,412,433,,4,30,2016,,,
5577150313,2016/5/1,379,398,,5,1,2016,,,
5577150313,2016/5/2,525,553,,5,2,2016,,,
5577150313,2016/5/3,508,543,,5,3,2016,,,
5577150313,2016/5/4,603,634,,5,4,2016,,,
5577150313,2016/5/5,74,78,,5,5,2016,,,
5577150313,2016/5/10,504,562,,5,10,2016,,,
5577150313,2016/5/11,431,476,,5,11,2016,,,
6117666160,2016/4/16,380,398,,4,16,2016,,,
6117666160,2016/4/17,336,350,,4,17,2016,,,
6117666160,2016/4/18,493,510,,4,18,2016,,,
6117666160,2016/4/19,465,492,,4,19,2016,,,
6117666160,2016/4/20,474,502,,4,20,2016,,,
6117666160,2016/4/21,508,550,,4,21,2016,,,
6117666160,2016/4/22,480,546,,4,22,2016,,,
6117666160,2016/4/23,492,539,,4,23,2016,,,
6117666160,2016/4/24,353,367,,4,24,2016,,,
6117666160,2016/4/27,542,557,,4,27,2016,,,
6117666160,2016/4/28,393,416,,4,28,2016,,,
6117666160,2016/4/29,600,636,,4,29,2016,,,
6117666160,2016/5/1,507,575,,5,1,2016,,,
6117666160,2016/5/5,392,415,,5,5,2016,,,
6117666160,2016/5/6,658,698,,5,6,2016,,,
6117666160,2016/5/7,498,507,,5,7,2016,,,
6117666160,2016/5/8,555,603,,5,8,2016,,,
6117666160,2016/5/9,492,522,,5,9,2016,,,
6775888955,2016/4/13,235,260,,4,13,2016,,,
6775888955,2016/4/14,423,441,,4,14,2016,,,
6775888955,2016/4/15,391,406,,4,15,2016,,,
6962181067,2016/4/12,366,387,,4,12,2016,,,
6962181067,2016/4/13,630,679,,4,13,2016,,,
6962181067,2016/4/14,508,535,,4,14,2016,,,
6962181067,2016/4/15,370,386,,4,15,2016,,,
6962181067,2016/4/16,357,366,,4,16,2016,,,
6962181067,2016/4/17,427,446,,4,17,2016,,,
6962181067,2016/4/18,442,458,,4,18,2016,,,
6962181067,2016/4/19,476,535,,4,19,2016,,,
6962181067,2016/4/20,418,424,,4,20,2016,,,
6962181067,2016/4/21,451,457,,4,21,2016,,,
6962181067,2016/4/22,425,435,,4,22,2016,,,
6962181067,2016/4/23,528,546,,4,23,2016,,,
6962181067,2016/4/24,511,514,,4,24,2016,,,
6962181067,2016/4/25,400,415,,4,25,2016,,,
6962181067,2016/4/26,441,446,,4,26,2016,,,
6962181067,2016/4/27,455,467,,4,27,2016,,,
6962181067,2016/4/28,440,453,,4,28,2016,,,
6962181067,2016/4/29,433,447,,4,29,2016,,,
6962181067,2016/4/30,422,424,,4,30,2016,,,
6962181067,2016/5/1,411,426,,5,1,2016,,,
6962181067,2016/5/2,466,482,,5,2,2016,,,
6962181067,2016/5/3,394,418,,5,3,2016,,,
6962181067,2016/5/4,442,455,,5,4,2016,,,
6962181067,2016/5/5,467,491,,5,5,2016,,,
6962181067,2016/5/6,443,462,,5,6,2016,,,
6962181067,2016/5/7,298,334,,5,7,2016,,,
6962181067,2016/5/8,541,569,,5,8,2016,,,
6962181067,2016/5/9,489,497,,5,9,2016,,,
6962181067,2016/5/10,469,481,,5,10,2016,,,
6962181067,2016/5/11,452,480,,5,11,2016,,,
6962181067,2016/5/12,516,535,,5,12,2016,,,
7007744171,2016/4/16,79,82,,4,16,2016,,,
7007744171,2016/5/1,58,61,,5,1,2016,,,
7086361926,2016/4/12,514,525,,4,12,2016,,,
7086361926,2016/4/13,451,465,,4,13,2016,,,
7086361926,2016/4/14,472,476,,4,14,2016,,,
7086361926,2016/4/15,377,386,,4,15,2016,,,
7086361926,2016/4/19,472,483,,4,19,2016,,,
7086361926,2016/4/20,492,502,,4,20,2016,,,
7086361926,2016/4/21,390,411,,4,21,2016,,,
7086361926,2016/4/22,428,448,,4,22,2016,,,
7086361926,2016/4/24,681,704,,4,24,2016,,,
7086361926,2016/4/25,446,447,,4,25,2016,,,
7086361926,2016/4/26,485,500,,4,26,2016,,,
7086361926,2016/4/27,469,479,,4,27,2016,,,
7086361926,2016/4/28,354,367,,4,28,2016,,,
7086361926,2016/4/30,485,489,,4,30,2016,,,
7086361926,2016/5/1,388,407,,5,1,2016,,,
7086361926,2016/5/2,440,459,,5,2,2016,,,
7086361926,2016/5/3,456,461,,5,3,2016,,,
7086361926,2016/5/4,420,436,,5,4,2016,,,
7086361926,2016/5/6,322,333,,5,6,2016,,,
7086361926,2016/5/7,530,548,,5,7,2016,,,
7086361926,2016/5/8,481,510,,5,8,2016,,,
7086361926,2016/5/9,427,438,,5,9,2016,,,
7086361926,2016/5/11,451,463,,5,11,2016,,,
7086361926,2016/5/12,444,457,,5,12,2016,,,
8053475328,2016/4/20,486,493,,4,20,2016,,,
8053475328,2016/4/23,331,337,,4,23,2016,,,
8053475328,2016/5/7,74,75,,5,7,2016,,,
8378563200,2016/4/12,338,356,,4,12,2016,,,
8378563200,2016/4/13,447,487,,4,13,2016,,,
8378563200,2016/4/14,424,455,,4,14,2016,,,
8378563200,2016/4/15,513,533,,4,15,2016,,,
8378563200,2016/4/16,611,689,,4,16,2016,,,
8378563200,2016/4/17,525,591,,4,17,2016,,,
8378563200,2016/4/18,398,451,,4,18,2016,,,
8378563200,2016/4/19,387,421,,4,19,2016,,,
8378563200,2016/4/20,381,409,,4,20,2016,,,
8378563200,2016/4/21,396,417,,4,21,2016,,,
8378563200,2016/4/22,441,469,,4,22,2016,,,
8378563200,2016/4/23,565,591,,4,23,2016,,,
8378563200,2016/4/24,458,492,,4,24,2016,,,
8378563200,2016/4/25,388,402,,4,25,2016,,,
8378563200,2016/4/26,550,584,,4,26,2016,,,
8378563200,2016/4/27,531,600,,4,27,2016,,,
8378563200,2016/4/28,506,556,,4,28,2016,,,
8378563200,2016/4/29,527,562,,4,29,2016,,,
8378563200,2016/4/30,468,555,,4,30,2016,,,
8378563200,2016/5/1,475,539,,5,1,2016,,,
8378563200,2016/5/2,351,385,,5,2,2016,,,
8378563200,2016/5/3,405,429,,5,3,2016,,,
8378563200,2016/5/4,441,477,,5,4,2016,,,
8378563200,2016/5/5,381,417,,5,5,2016,,,
8378563200,2016/5/6,323,355,,5,6,2016,,,
8378563200,2016/5/7,459,513,,5,7,2016,,,
8378563200,2016/5/8,545,606,,5,8,2016,,,
8378563200,2016/5/9,359,399,,5,9,2016,,,
8378563200,2016/5/10,342,391,,5,10,2016,,,
8378563200,2016/5/11,368,387,,5,11,2016,,,
8378563200,2016/5/12,496,546,,5,12,2016,,,
8792009665,2016/4/12,458,493,,4,12,2016,,,
8792009665,2016/4/13,531,552,,4,13,2016,,,
8792009665,2016/4/14,486,503,,4,14,2016,,,
8792009665,2016/4/15,363,377,,4,15,2016,,,
8792009665,2016/4/20,528,547,,4,20,2016,,,
8792009665,2016/4/22,391,407,,4,22,2016,,,
8792009665,2016/4/23,339,360,,4,23,2016,,,
8792009665,2016/4/27,423,428,,4,27,2016,,,
8792009665,2016/4/28,402,416,,4,28,2016,,,
8792009665,2016/4/29,398,406,,4,29,2016,,,
8792009665,2016/4/30,343,360,,4,30,2016,,,
8792009665,2016/5/1,503,527,,5,1,2016,,,
8792009665,2016/5/2,415,423,,5,2,2016,,,
8792009665,2016/5/3,516,545,,5,3,2016,,,
8792009665,2016/5/4,439,463,,5,4,2016,,,
